target,word,similarity
ma,ideal,0.6761692762
ma,vital,0.6678346395
ma,diffuse,0.6673624516
ma,remote,0.6671457291
ma,mysterious,0.6646997929
ma,formal,0.6636381149
ma,emotional,0.6631534696
ma,permanent,0.6614565253
ma,correct,0.6613823771
ma,neutral,0.661273241
mu,ideal,0.6522181034
mu,remote,0.6474587917
mu,correct,0.6471406817
mu,diffuse,0.6448028088
mu,vital,0.6438685656
mu,mysterious,0.6432441473
mu,neutral,0.6382802129
mu,dense,0.6374724507
mu,democratic,0.6373547316
mu,proper,0.6365653276
wabi,ideal,0.649338305
wabi,mysterious,0.641633749
wabi,vital,0.6405549049
wabi,familiar,0.6375287771
wabi,diffuse,0.6369757652
wabi,formal,0.6348105073
wabi,remote,0.6346734762
wabi,dense,0.632913053
wabi,democratic,0.6325817108
wabi,correct,0.6321236491
sabi,ideal,0.6514310241
sabi,mysterious,0.6469201446
sabi,vital,0.6426519156
sabi,remote,0.6376309991
sabi,spiritual,0.6372373104
sabi,diffuse,0.6357026696
sabi,correct,0.635358572
sabi,familiar,0.6342352629
sabi,emotional,0.6341629028
sabi,dense,0.6329268217
wabi_sabi,ideal,0.6574627757
wabi_sabi,mysterious,0.6553539038
wabi_sabi,vital,0.6453384161
wabi_sabi,remote,0.6419856548
wabi_sabi,spiritual,0.6414970756
wabi_sabi,familiar,0.6411201954
wabi_sabi,diffuse,0.6401928663
wabi_sabi,correct,0.6393618584
wabi_sabi,permanent,0.637863338
wabi_sabi,formal,0.6378545761
en,ideal,0.6571210027
en,familiar,0.6532666683
en,dense,0.6512384415
en,permanent,0.6486662626
en,remote,0.648223877
en,formal,0.6476433277
en,diffuse,0.6468060017
en,vital,0.6466761827
en,proper,0.6463524103
en,mysterious,0.6444618106
engawa,ideal,0.6480820179
engawa,dense,0.646566391
engawa,permanent,0.6452646852
engawa,diffuse,0.6445329189
engawa,remote,0.6432904005
engawa,formal,0.6401793957
engawa,mysterious,0.6398910284
engawa,vital,0.639200449
engawa,familiar,0.6389452219
engawa,proper,0.6382703781
shōji,dense,0.6527815461
shōji,permanent,0.646753788
shōji,diffuse,0.6415019035
shōji,ideal,0.6399915218
shōji,remote,0.6397247314
shōji,formal,0.6389762163
shōji,familiar,0.6386474371
shōji,proper,0.638111949
shōji,thick,0.6360397935
shōji,decorated,0.6359785795
fusuma,dense,0.6370739937
fusuma,permanent,0.6326050162
fusuma,decorated,0.6271985769
fusuma,diffuse,0.6234579086
fusuma,formal,0.623028338
fusuma,ideal,0.6230082512
fusuma,proper,0.6220627427
fusuma,remote,0.6213900447
fusuma,thick,0.6211048365
fusuma,familiar,0.6193410158
tokonoma,ideal,0.6278344989
tokonoma,permanent,0.6275379658
tokonoma,dense,0.6266528964
tokonoma,formal,0.6256607771
tokonoma,familiar,0.6247319579
tokonoma,decorated,0.6227509975
tokonoma,proper,0.6211429834
tokonoma,late,0.6187357903
tokonoma,remote,0.6184875965
tokonoma,vital,0.6180902123
chigaidana,dense,0.6429176331
chigaidana,familiar,0.6379419565
chigaidana,permanent,0.6346294284
chigaidana,proper,0.6345641613
chigaidana,ideal,0.6343963146
chigaidana,formal,0.6343383789
chigaidana,decorated,0.6328710914
chigaidana,late,0.6315495968
chigaidana,remote,0.6313917637
chigaidana,mysterious,0.629096508
doma,dense,0.6113872528
doma,familiar,0.6096215248
doma,permanent,0.6076832414
doma,remote,0.6075875163
doma,formal,0.6043650508
doma,feudal,0.603030324
doma,proper,0.6027810574
doma,suburban,0.6008639932
doma,late,0.6001219153
doma,vital,0.6000344753
genkan,permanent,0.6536232829
genkan,formal,0.6512409449
genkan,remote,0.6503441334
genkan,dense,0.6502761841
genkan,familiar,0.648345232
genkan,ideal,0.6455462575
genkan,proper,0.644964695
genkan,ordinary,0.6438809037
genkan,decorated,0.6435759068
genkan,vital,0.6423960328
tomeishi,ideal,0.6993551254
tomeishi,remote,0.6976246834
tomeishi,visible,0.6924072504
tomeishi,vista,0.6924064159
tomeishi,dense,0.6913092732
tomeishi,familiar,0.6886681318
tomeishi,permanent,0.687040031
tomeishi,diffuse,0.686709702
tomeishi,vital,0.68555969
tomeishi,mysterious,0.6842628717
ikezuishi,ideal,0.6576325297
ikezuishi,remote,0.6556223631
ikezuishi,dangerous,0.6553955078
ikezuishi,mysterious,0.6536181569
ikezuishi,correct,0.6508575678
ikezuishi,dense,0.6508396864
ikezuishi,familiar,0.6503766775
ikezuishi,diffuse,0.6478666067
ikezuishi,vital,0.6468744874
ikezuishi,neutral,0.6462680697
shakkei,ideal,0.6550474167
shakkei,dense,0.6539589167
shakkei,familiar,0.6503711939
shakkei,diffuse,0.6498759985
shakkei,mysterious,0.649717927
shakkei,formal,0.6496447325
shakkei,remote,0.6494674683
shakkei,correct,0.6481437683
shakkei,locally,0.6437870264
shakkei,proper,0.6431105137
roji,familiar,0.64206177
roji,ideal,0.6402101517
roji,remote,0.6394013166
roji,vital,0.6391493082
roji,proper,0.6387361288
roji,dense,0.6377248168
roji,formal,0.6363005042
roji,diffuse,0.6342472434
roji,feudal,0.6341408491
roji,popular,0.6322368383
torii,ideal,0.6498171091
torii,dense,0.6480356455
torii,familiar,0.6468840241
torii,proper,0.6465950012
torii,diffuse,0.6448471546
torii,remote,0.6442226171
torii,permanent,0.6426481009
torii,legendary,0.6424001455
torii,formal,0.6416357756
torii,correct,0.6404652596
shimenawa,ideal,0.646704495
shimenawa,dense,0.6418791413
shimenawa,mysterious,0.6413594484
shimenawa,familiar,0.6410301924
shimenawa,vital,0.6404377818
shimenawa,diffuse,0.6395574212
shimenawa,formal,0.638990283
shimenawa,legend,0.6384673119
shimenawa,proper,0.63831532
shimenawa,remote,0.6360088587
tsuboniwa,dense,0.6495893002
tsuboniwa,ideal,0.6431654692
tsuboniwa,vital,0.641494453
tsuboniwa,remote,0.6411932707
tsuboniwa,diffuse,0.6408436894
tsuboniwa,permanent,0.6402801275
tsuboniwa,familiar,0.6378551126
tsuboniwa,formal,0.6368807554
tsuboniwa,popular,0.6336766481
tsuboniwa,proper,0.6325256228
byōbu,dense,0.634952426
byōbu,permanent,0.6303405166
byōbu,decorated,0.6297367811
byōbu,familiar,0.6280714273
byōbu,formal,0.6265541315
byōbu,ideal,0.6256840229
byōbu,late,0.6253733635
byōbu,proper,0.6240847707
byōbu,diffuse,0.6236264706
byōbu,remote,0.6228811145
hisashi,dense,0.6487228274
hisashi,permanent,0.6466549635
hisashi,formal,0.6356551647
hisashi,decorated,0.6355319619
hisashi,dimensional,0.6346384287
hisashi,proper,0.6342102289
hisashi,ideal,0.6333605051
hisashi,extended,0.6329916716
hisashi,diffuse,0.6325941086
hisashi,monumental,0.6325700283
haiden,dense,0.6388946176
haiden,ideal,0.6358211637
haiden,remote,0.6341369152
haiden,proper,0.6332417727
haiden,permanent,0.6326627135
haiden,diffuse,0.6284889579
haiden,familiar,0.6283838749
haiden,vital,0.6283562779
haiden,formal,0.6270700693
haiden,late,0.6247245073
sandō,remote,0.6501377821
sandō,ideal,0.6498349309
sandō,dense,0.6487052441
sandō,proper,0.6465796828
sandō,blind,0.6437000036
sandō,permanent,0.6431942582
sandō,diffuse,0.6426314116
sandō,formal,0.6407546997
sandō,feudal,0.6395433545
sandō,monumental,0.6394427419
aware,ideal,0.6377465725
aware,remote,0.6366045475
aware,diffuse,0.6363638639
aware,vital,0.6309937239
aware,mysterious,0.6305295229
aware,emotional,0.6296128631
aware,neutral,0.628059864
aware,correct,0.6263152361
aware,familiar,0.6258919239
aware,permanent,0.6237838268
honden,dense,0.6434187293
honden,permanent,0.6366480589
honden,ideal,0.6365402341
honden,remote,0.6345288754
honden,familiar,0.6331427693
honden,diffuse,0.6325209141
honden,proper,0.6308329105
honden,formal,0.629822135
honden,monumental,0.6271075606
honden,correct,0.6269503832
chashitsu,dense,0.6408261061
chashitsu,formal,0.6392219663
chashitsu,familiar,0.6384646893
chashitsu,ideal,0.6370950341
chashitsu,feudal,0.632514298
chashitsu,permanent,0.6316390634
chashitsu,late,0.6311557293
chashitsu,proper,0.6304649115
chashitsu,remote,0.6293331981
chashitsu,diffuse,0.6289873719
karesansui,ideal,0.6527622938
karesansui,dense,0.651307404
karesansui,formal,0.6462105513
karesansui,familiar,0.6441681385
karesansui,diffuse,0.642478466
karesansui,remote,0.6423860788
karesansui,feudal,0.6413109303
karesansui,proper,0.6396833658
karesansui,permanent,0.6393158436
karesansui,vista,0.6390055418
