run_mode,Set,Model,CI_Lower,CI_Upper,N_Bootstraps
full,WordSim353,Word2Vec CBOW,0.03985908747,0.2898506801,10000
full,WordSim353_JA-EN,Word2Vec CBOW,0.03985908747,0.2898506801,10000
full,WordSim353,Word2Vec Skip-gram,0.2209403335,0.4451933158,10000
full,WordSim353_JA-EN,Word2Vec Skip-gram,0.2209403335,0.4451933158,10000
full,WordSim353,BERT (Base),0.1935714315,0.39035259,10000
full,WordSim353_JA-EN,BERT (Base),0.1935714315,0.39035259,10000
full,WordSim353,BERT (Fine-Tuned),0.2156849837,0.4127054323,10000
full,WordSim353_JA-EN,BERT (Fine-Tuned),0.2156849837,0.4127054323,10000
