run_mode,Set,Model,CI_Lower,CI_Upper,N_Bootstraps
full,WordSim353,Word2Vec CBOW,0.06615949957,0.3099962416,10000
full,WordSim353_JA-EN,Word2Vec CBOW,0.06615949957,0.3099962416,10000
full,WordSim353,Word2Vec Skip-gram,0.2178624434,0.444092406,10000
full,WordSim353_JA-EN,Word2Vec Skip-gram,0.2178624434,0.444092406,10000
full,WordSim353,BERT (Base),0.1963684241,0.3905692494,10000
full,WordSim353_JA-EN,BERT (Base),0.1963684241,0.3905692494,10000
full,WordSim353,BERT (Fine-Tuned),0.2432579,0.4357735268,10000
full,WordSim353_JA-EN,BERT (Fine-Tuned),0.2432579,0.4357735268,10000
