target,word,similarity
ma,togetherness,0.6674362421
ma,performer,0.6654207706
ma,improviser,0.620128274
ma,psychotherapeutic,0.6024432182
ma,improvisation,0.5979356766
ma,chūden,0.5617741346
ma,intersubjective,0.5440263152
ma,interpersonal,0.5405669212
ma,yohaku,0.5387927294
ma,moment,0.5370948911
mu,bokeh,0.5206964612
mu,kan,0.5099408627
mu,interpenetration,0.4880849123
mu,ma,0.4732201695
mu,hashi,0.4680716097
mu,essence,0.4671625495
mu,fujimoto,0.4524057806
mu,explain,0.4444818199
mu,manifold,0.4355150163
mu,emptiness,0.435210675
wabi,sabi,0.9215582609
wabi,embracing,0.6944991946
wabi,imperfection,0.6887620687
wabi,beauty,0.68568331
wabi,aesthetic,0.6713683009
wabi,patina,0.6476895809
wabi,shibui,0.618802011
wabi,iki,0.5963190198
wabi,imperfect,0.5878312588
wabi,yohaku,0.5874219537
sabi,wabi,0.9215582609
sabi,beauty,0.7381042838
sabi,imperfection,0.7293611765
sabi,aesthetic,0.6824951768
sabi,embracing,0.676525712
sabi,patina,0.6564314365
sabi,shibui,0.6444762349
sabi,imperfect,0.633702457
sabi,iki,0.6300173998
sabi,desolation,0.5978580117
en,sankei,0.6642028093
en,kōraku,0.6367099285
en,kenroku,0.6149288416
en,rikugi,0.5365532637
en,suizen,0.521754086
en,bonsai,0.4960727096
en,engawa,0.4956287742
en,painstakingly,0.4158262908
en,shunsōro,0.4115355313
en,naka,0.4065740108
engawa,shōji,0.5456466079
engawa,outside,0.5259940028
engawa,sunlight,0.5216085315
engawa,shutter,0.5140184164
engawa,en,0.4956287146
engawa,slide,0.4682106674
engawa,fujimoto,0.4662304521
engawa,rain,0.4627434611
engawa,space,0.4624269307
engawa,paper,0.4620452821
shōji,slide,0.8805067539
shōji,translucent,0.7979343534
shōji,paper,0.7620822191
shōji,fusuma,0.7274451852
shōji,garasu,0.7069470286
shōji,sandwich,0.6832660437
shōji,shutter,0.6769416928
shōji,kake,0.6761401296
shōji,door,0.6759898663
shōji,katabiki,0.663641572
fusuma,shōji,0.7274451852
