run_mode,Set,Model,CI_Lower,CI_Upper,N_Bootstraps
clean,WordSim353,Word2Vec CBOW,0.0472960261,0.285025366,10000
clean,WordSim353_JA-EN,Word2Vec CBOW,0.0472960261,0.285025366,10000
clean,WordSim353,Word2Vec Skip-gram,0.2163160705,0.4425004819,10000
clean,WordSim353_JA-EN,Word2Vec Skip-gram,0.2163160705,0.4425004819,10000
clean,WordSim353,BERT (Base),0.1958456986,0.3896305228,10000
clean,WordSim353_JA-EN,BERT (Base),0.1958456986,0.3896305228,10000
clean,WordSim353,BERT (Fine-Tuned),0.2167544507,0.4118782334,10000
clean,WordSim353_JA-EN,BERT (Fine-Tuned),0.2167544507,0.4118782334,10000
