run_mode,Set,Model,CI_Lower,CI_Upper,N_Bootstraps
full,WordSim353,Word2Vec CBOW,0.05469321042,0.2991250803,10000
full,WordSim353_JA-EN,Word2Vec CBOW,0.05469321042,0.2991250803,10000
full,WordSim353,Word2Vec Skip-gram,0.2246758366,0.4542348117,10000
full,WordSim353_JA-EN,Word2Vec Skip-gram,0.2246758366,0.4542348117,10000
full,WordSim353,BERT (Base),0.1958456986,0.3896305228,10000
full,WordSim353_JA-EN,BERT (Base),0.1958456986,0.3896305228,10000
full,WordSim353,BERT (Fine-Tuned),0.2461778661,0.439447566,10000
full,WordSim353_JA-EN,BERT (Fine-Tuned),0.2461778661,0.439447566,10000
